,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,image_name
5945,0,1,2,1,2,3,0,14,10,1,0,0,11,6,1,0,0,cs10896772399679773213.png
5946,0,1,0,0,6,2,0,12,74,2,5,9,11,2,0,0,2,cs10896990444192825912.png
5947,1,0,0,1,3,3,2,14,75,0,8,3,11,2,2,2,1,cs10897307451666605701.png
5948,1,0,2,1,9,3,5,14,97,2,7,5,2,6,1,2,1,cs1089745939171679680.png
5949,0,1,1,1,1,2,2,14,25,3,9,4,5,6,1,2,1,cs10897559437850906582.png
5950,0,1,2,1,7,3,1,14,82,0,5,8,8,2,2,2,1,cs10897887942791826596.png
5951,0,1,2,0,9,0,0,4,57,2,10,0,11,3,1,2,1,cs10898168597373838111.png
5952,1,1,2,0,6,1,5,14,63,0,5,1,9,6,0,2,0,cs10898177568642870910.png
5953,0,0,2,0,1,2,3,10,100,1,2,6,8,2,0,2,2,cs10898221379208289241.png
5954,0,1,1,0,1,0,2,14,55,4,8,5,2,5,1,2,2,cs1089842407779888717.png
5955,0,1,2,1,7,2,0,5,14,4,2,8,9,3,0,1,0,cs10898487541706973776.png
5956,1,1,0,1,0,1,6,14,15,3,9,8,11,4,0,0,1,cs10898608627839368612.png
5957,0,1,1,0,4,1,5,14,41,2,8,2,9,5,1,0,2,cs10898752973014871810.png
5958,0,1,0,0,5,3,2,14,17,0,2,4,11,2,2,1,2,cs10898826995688927550.png
5959,1,1,1,0,1,3,1,14,11,0,4,2,8,2,2,2,1,cs10898867673649820055.png
5960,0,1,2,1,11,3,6,14,81,0,3,0,4,2,1,1,2,cs10899237824382113014.png
5961,1,0,1,1,3,1,0,14,59,0,5,3,11,2,2,2,1,cs10899299321835275842.png
5962,1,1,0,1,9,3,3,14,37,4,5,4,10,3,0,2,2,cs10899406089504615146.png
5963,1,1,2,0,5,2,2,14,34,2,9,5,0,6,0,2,1,cs10899417930516122319.png
5964,0,1,2,0,6,3,5,14,97,4,7,0,1,6,2,0,2,cs10899541597530012649.png
5965,0,1,1,1,4,0,0,0,103,3,2,5,11,5,1,1,2,cs10899990561867817928.png
5966,1,1,0,1,6,3,0,14,38,1,8,6,10,0,1,0,1,cs10900230836638180827.png
5967,0,0,2,1,0,3,2,1,4,0,1,0,11,1,0,0,2,cs10900453769064260106.png
5968,0,0,1,1,2,1,0,14,18,2,3,9,11,2,2,2,2,cs10900464673569586981.png
5969,0,1,0,0,5,2,0,2,109,4,2,9,11,1,1,0,0,cs10900657270332132972.png
5970,1,1,2,1,5,3,6,14,15,4,1,2,11,4,2,1,1,cs10900850984775404122.png
5971,0,1,1,0,2,3,0,14,107,3,1,2,6,6,1,0,2,cs10901017601553325878.png
5972,1,1,2,0,12,0,5,14,64,4,5,5,11,1,2,2,1,cs1090104555450530184.png
5973,1,1,2,1,8,3,0,14,40,3,6,5,11,3,0,0,1,cs10901140670147505079.png
5974,0,0,2,1,3,3,4,7,83,0,6,2,10,2,0,2,0,cs10901277416823942789.png
5975,0,0,1,0,9,0,4,12,15,1,8,8,11,4,2,2,0,cs10901348638856745731.png
5976,1,0,1,0,3,0,1,14,109,1,7,5,2,4,1,2,1,cs10901436304627026218.png
5977,0,0,1,1,12,0,6,10,62,0,7,1,9,2,2,0,2,cs10901452131588356590.png
5978,1,0,0,0,11,0,2,4,77,1,6,7,11,6,0,2,2,cs10901939300531496271.png
5979,0,1,1,0,10,3,5,5,7,1,6,3,11,4,0,0,1,cs10902002907011858881.png
5980,0,1,0,0,6,1,0,4,96,1,9,8,11,2,2,0,1,cs10902119049474223651.png
5981,0,1,2,0,0,1,0,12,99,4,6,3,4,2,1,1,2,cs10902239256118176507.png
5982,1,1,1,1,0,3,1,6,40,2,2,0,9,2,2,0,2,cs10902365139719977994.png
5983,0,1,0,0,0,1,0,14,56,4,5,5,11,1,1,2,1,cs10902512333747456848.png
5984,0,0,2,1,7,2,4,14,26,4,1,0,8,3,2,1,0,cs1090252033464244132.png
5985,0,0,0,0,2,1,2,14,9,2,5,4,7,0,2,1,1,cs10902608718180400798.png
5986,1,1,1,1,12,1,4,14,11,1,0,9,10,2,2,1,1,cs10902659676674577649.png
5987,0,0,0,1,0,1,5,14,102,1,6,3,7,1,1,2,2,cs1090280912240411805.png
5988,0,0,1,1,2,1,0,0,101,1,2,8,7,6,0,0,2,cs1090304586792035952.png
5989,1,0,0,1,3,1,4,14,20,1,5,7,11,5,0,2,2,cs10903072874821352661.png
5990,1,1,2,0,0,2,0,14,49,1,4,5,2,3,2,2,0,cs10903185815511391730.png
5991,0,0,2,1,10,1,4,7,41,2,1,7,11,6,0,1,2,cs10903344019684798209.png
5992,0,1,0,1,0,3,3,14,27,4,6,5,0,1,1,0,0,cs10903498351299382223.png
5993,1,0,2,0,7,2,2,8,110,4,4,5,2,4,2,1,1,cs1090350154156117515.png
5994,0,0,0,0,9,3,1,14,23,2,9,1,11,4,0,1,1,cs10903575820649603685.png
5995,1,0,2,0,3,0,0,14,32,2,3,8,7,4,1,0,1,cs10904030677406284247.png
5996,0,1,1,0,12,3,1,14,72,1,10,8,10,1,2,0,0,cs1090410036260529927.png
5997,1,1,1,1,13,1,5,14,62,4,9,1,7,6,1,0,2,cs10904119511937844181.png
5998,0,1,2,1,0,0,3,13,32,1,3,6,6,0,2,0,1,cs10904657144461682246.png
5999,1,1,0,0,6,1,3,2,46,2,1,4,8,2,2,1,2,cs10904764029864367909.png
6000,0,0,2,1,7,0,4,13,13,0,10,1,11,6,0,1,1,cs10904790850769687679.png
6001,1,0,2,0,6,3,4,5,25,3,6,1,0,0,2,2,0,cs10904840657794463049.png
6002,0,1,1,1,0,1,1,6,3,3,6,3,11,4,1,1,2,cs10905042204018659247.png
6003,1,1,1,1,11,1,6,14,78,0,1,7,11,1,0,0,2,cs1090514008542820340.png
6004,0,1,2,0,13,3,5,14,42,1,1,8,6,2,0,1,2,cs1090521830529234986.png
6005,0,1,1,1,0,3,5,14,38,0,10,3,11,0,1,0,0,cs10905345990985563796.png
6006,1,0,2,1,9,3,5,12,49,0,6,4,8,1,2,2,1,cs10905642562761615760.png
6007,1,1,0,1,11,2,1,10,39,2,4,6,7,3,1,1,2,cs109057168874288515.png
6008,0,0,1,0,4,1,0,14,8,1,8,5,11,2,1,0,1,cs10905793212744097173.png
6009,0,1,2,0,10,3,1,14,91,1,8,0,8,4,1,1,2,cs10905816619371234199.png
6010,1,1,0,0,8,3,4,14,43,1,6,4,11,0,0,0,2,cs10906001322711389327.png
6011,1,0,2,1,9,3,4,12,95,1,5,7,8,2,1,1,2,cs10906120511530367051.png
6012,1,0,1,0,12,2,3,14,80,1,4,7,3,5,0,2,1,cs10906260382720604074.png
6013,1,0,1,0,4,2,6,6,1,4,8,2,11,0,0,0,2,cs10906505077784216976.png
6014,0,0,0,1,1,0,0,13,71,2,10,4,10,4,2,0,2,cs10906610952308284887.png
6015,1,0,1,0,9,3,6,14,63,3,3,0,11,4,1,2,0,cs10906717283467069929.png
6016,1,1,2,0,8,3,5,14,15,2,10,0,11,2,2,1,0,cs10906924621271298413.png
6017,0,1,0,1,10,3,6,14,67,1,1,2,11,6,2,2,2,cs10907080717193316441.png
6018,1,0,2,0,6,0,6,14,10,4,9,8,1,2,2,0,0,cs10907151380698170289.png
6019,1,0,2,1,9,3,5,14,9,2,4,1,11,0,1,1,1,cs10907415861523142263.png
6020,1,0,1,0,4,3,0,14,99,1,3,9,10,0,2,1,0,cs10907606026361917220.png
6021,0,1,1,0,5,0,4,14,69,1,5,3,0,3,0,2,0,cs10907763884359274335.png
6022,0,0,2,0,10,2,3,14,2,1,2,0,11,5,2,0,0,cs10907943116894947851.png
6023,0,0,1,0,12,0,4,3,93,4,10,8,4,5,1,1,2,cs10908205455298652308.png
6024,0,1,2,1,12,2,0,14,89,0,6,6,11,0,2,0,0,cs10908479047645362596.png
6025,1,0,2,0,0,2,5,14,99,3,7,9,9,1,2,1,2,cs10908547144283157846.png
6026,1,1,1,0,8,3,6,9,87,0,1,5,9,1,1,0,2,cs10908554967306962120.png
6027,1,1,1,0,4,2,2,6,54,2,6,5,4,6,2,0,2,cs10908559194035482944.png
6028,1,0,0,1,4,1,5,14,18,3,1,7,11,4,0,1,2,cs1090860168881547385.png
6029,0,0,0,1,8,0,1,14,72,0,9,8,11,4,0,1,0,cs10908809913922099929.png
6030,0,0,1,0,5,3,3,14,36,3,9,7,6,1,0,2,2,cs10908817213405369511.png
6031,0,1,1,1,11,3,5,6,2,3,0,4,0,0,1,0,0,cs10909091624234126298.png
6032,1,0,0,1,13,0,6,3,83,1,2,0,11,3,2,0,2,cs10909091999522965445.png
6033,1,1,1,1,7,1,1,5,7,2,8,5,11,3,2,2,2,cs10909101969031043192.png
6034,0,0,0,0,4,2,6,14,59,2,3,1,2,3,0,0,0,cs10909307704182121180.png
6035,0,1,2,1,1,0,2,14,19,0,6,6,11,1,1,0,1,cs10909325992948674401.png
6036,1,0,1,1,2,3,3,14,99,0,10,3,6,0,0,2,1,cs10909358505293946140.png
6037,0,1,2,1,7,0,6,14,101,0,3,0,3,5,2,1,0,cs10909385281650584968.png
6038,0,1,1,0,8,1,3,7,50,3,8,7,8,3,2,0,0,cs10909429891735090193.png
6039,0,1,0,0,0,0,2,8,107,0,9,6,1,2,1,1,0,cs10909510984467976234.png
6040,0,1,0,0,11,2,2,2,88,0,5,2,11,1,0,2,0,cs10909550774927085194.png
6041,1,1,0,1,11,2,5,10,98,1,2,6,6,2,2,2,1,cs10909575524567045113.png
6042,1,0,2,0,5,3,2,6,73,4,0,1,11,2,2,1,1,cs1090976652812055520.png
6043,1,1,1,0,9,2,4,8,67,2,3,1,1,1,1,0,1,cs10909845723610060062.png
6044,1,0,0,1,12,0,4,6,77,4,10,6,2,1,0,0,1,cs10909933851557268556.png
6045,1,1,1,1,4,2,0,14,75,3,10,2,2,1,2,2,2,cs10909975698282683451.png
6046,0,0,0,1,9,3,6,10,67,1,10,6,11,4,1,0,1,cs10910623789986857802.png
6047,1,1,0,0,7,1,1,2,104,3,1,9,8,6,0,2,1,cs10910627991749576562.png
6048,1,1,1,1,3,1,2,7,14,2,10,2,4,1,1,1,1,cs10910754313022453079.png
6049,0,0,0,1,13,1,6,14,39,1,6,7,11,3,1,1,2,cs1091076290075814326.png
6050,1,0,0,0,10,0,5,8,16,2,3,7,11,1,0,0,0,cs10910870629209399390.png
6051,0,0,0,1,6,1,6,4,104,1,1,8,0,3,1,1,0,cs10911569096840887626.png
6052,1,0,2,0,3,3,6,14,83,1,7,1,4,2,1,1,1,cs1091176758654646001.png
6053,1,1,1,1,4,3,2,14,73,2,10,9,11,1,0,0,2,cs1091187081501503343.png
6054,1,0,2,1,7,3,1,2,15,2,8,6,8,4,0,0,2,cs10911886361262253072.png
6055,1,0,0,0,0,0,5,11,4,2,8,8,0,4,2,1,0,cs10912214226252693911.png
6056,1,0,2,1,12,3,0,8,17,0,4,4,11,4,1,2,1,cs10912296702361258901.png
6057,0,0,0,0,7,0,6,5,75,0,8,1,1,2,0,1,1,cs10912299843091957150.png
6058,1,0,2,0,5,1,5,14,61,3,4,0,6,6,1,2,0,cs10912417401780333996.png
6059,1,0,1,1,5,0,5,14,38,2,0,6,2,6,1,0,0,cs10912918167185943152.png
6060,1,0,2,1,1,2,3,14,81,1,0,2,9,0,1,0,2,cs10913093723245898779.png
6061,0,1,0,1,12,1,2,4,41,0,4,8,11,1,1,1,0,cs10913109292585406309.png
6062,1,1,1,0,6,1,4,14,29,3,2,2,8,3,1,2,1,cs10913302791371195048.png
6063,0,0,2,1,2,2,1,14,10,1,8,0,11,4,2,1,1,cs10913434163279561554.png
6064,1,1,2,0,5,3,3,14,34,1,3,4,11,5,0,0,1,cs10913459297571090518.png
6065,1,1,0,0,10,1,4,1,89,3,8,2,11,0,2,1,0,cs10913496731377381235.png
6066,1,1,2,0,8,2,4,14,102,0,8,7,7,2,1,1,2,cs10913623624498671090.png
6067,1,1,0,1,2,2,3,14,109,1,8,4,7,2,1,0,2,cs10913645552802442108.png
6068,0,0,2,0,11,0,2,14,6,2,4,5,9,1,1,2,1,cs10913948462393549490.png
6069,0,0,0,1,5,2,4,13,77,1,2,5,1,2,2,1,2,cs10913976133702378574.png
6070,1,1,0,0,2,0,5,6,104,4,9,8,6,2,1,2,2,cs10914002989348081967.png
6071,1,0,0,1,8,1,6,13,18,2,10,7,11,1,0,1,1,cs10914318398279402743.png
6072,1,0,1,1,12,0,1,14,85,2,0,6,9,1,2,0,1,cs10914516948970492118.png
6073,0,1,1,1,5,1,5,0,74,0,2,0,5,4,2,1,0,cs10914673233008063333.png
6074,1,1,1,1,10,2,1,3,84,4,8,6,7,1,2,0,0,cs10914770254910180595.png
6075,1,0,1,0,8,3,5,14,78,4,1,2,11,6,0,2,0,cs10915172736366327838.png
6076,1,0,1,1,13,2,1,0,88,2,10,9,4,6,2,2,2,cs10915200280777986518.png
6077,0,1,2,1,6,2,3,14,83,0,5,7,2,4,2,1,1,cs10915520918705525875.png
6078,0,1,0,0,8,0,1,7,75,3,6,1,11,2,2,0,0,cs10915914705202665431.png
6079,1,1,2,0,4,2,1,1,105,3,3,5,10,0,0,0,2,cs10916087438904082796.png
6080,1,0,1,0,1,2,0,1,21,1,10,2,7,6,1,0,1,cs10916123716324865472.png
6081,0,1,2,1,7,2,1,14,72,4,2,8,9,5,1,0,2,cs1091620844997606596.png
6082,1,0,2,0,9,3,0,14,15,2,10,1,9,0,2,2,0,cs10916241632069866763.png
6083,1,0,0,0,9,0,1,14,101,0,9,9,5,6,2,0,2,cs10916467806845461431.png
6084,0,0,0,0,8,0,0,11,35,1,6,2,3,3,2,0,0,cs10916473205393373473.png
6085,0,0,1,1,13,0,4,10,85,1,8,1,11,5,0,2,0,cs10916624339798533128.png
6086,0,1,1,1,6,0,5,5,11,3,7,8,10,3,1,2,1,cs10916651810665725175.png
6087,0,1,1,1,11,1,4,8,108,4,10,5,1,1,1,2,1,cs1091677545237781312.png
6088,0,1,0,0,10,1,2,2,108,0,2,4,10,5,2,2,2,cs10916827737544864853.png
6089,0,1,1,0,11,3,6,0,5,1,4,7,11,3,0,2,2,cs1091691143077485887.png
6090,0,0,2,0,5,0,3,11,96,2,0,6,11,5,2,0,0,cs10917163206149409731.png
6091,0,0,2,0,0,2,4,1,32,3,7,2,11,2,1,0,2,cs10917347785067682276.png
6092,1,1,1,1,4,3,4,14,97,0,3,6,11,1,0,1,2,cs10917459678343592266.png
6093,0,1,1,0,8,3,6,14,62,2,0,7,11,6,1,1,0,cs10917493660995583624.png
6094,1,0,0,1,4,0,3,14,12,4,9,5,11,6,1,2,1,cs1091763169759024005.png
6095,1,1,1,0,0,3,1,14,71,3,1,3,11,5,2,2,2,cs10917753337328067350.png
6096,0,0,1,1,8,0,0,6,58,3,1,1,4,4,2,2,2,cs10917887605616812064.png
6097,1,1,1,0,10,1,3,14,96,4,4,6,11,6,2,0,0,cs10917997070913371581.png
6098,1,1,2,0,4,0,5,14,69,0,10,7,4,6,0,2,1,cs10918108828430112154.png
6099,1,1,2,0,0,2,4,2,29,0,0,5,11,4,2,0,0,cs10918213531830914333.png
6100,1,1,2,0,6,0,0,14,64,4,9,7,11,4,1,2,2,cs10918280244352940920.png
6101,1,1,2,0,8,0,2,14,54,3,4,8,1,2,1,1,2,cs10918308417250852797.png
6102,0,1,2,1,8,1,3,13,57,2,4,7,11,0,2,2,2,cs10918331649492195935.png
6103,0,0,2,1,13,0,1,11,18,1,8,8,1,4,0,1,1,cs10918350884314684968.png
6104,0,0,1,1,12,0,2,1,53,2,7,8,2,5,2,2,0,cs10918464296165654090.png
6105,0,0,0,0,13,0,1,14,87,1,8,3,11,3,2,2,0,cs10918595309170485032.png
6106,0,1,2,1,5,1,3,14,78,0,4,4,1,3,1,2,2,cs10918643770181287644.png
6107,1,1,1,1,10,1,5,4,73,1,7,8,11,3,0,2,1,cs10918653081513441861.png
6108,0,0,2,1,12,2,3,12,86,1,2,4,8,4,1,2,0,cs10918713856388341775.png
6109,0,0,1,1,3,2,4,14,28,0,4,0,11,5,0,1,0,cs10918843984329120509.png
6110,0,1,0,0,12,2,4,14,46,2,5,0,11,6,1,1,0,cs10919145357806106456.png
6111,1,0,1,0,8,3,4,10,10,3,6,5,10,6,1,2,2,cs1091917903208220758.png
6112,1,0,1,1,5,0,5,14,107,1,4,5,3,2,1,1,2,cs10919579932236646583.png
6113,0,0,1,0,0,2,2,5,12,3,1,3,11,5,2,0,2,cs10919699061973556575.png
6114,1,1,2,1,8,2,1,14,22,0,2,2,0,3,0,1,1,cs10919951168377359225.png
6115,1,0,1,1,8,2,1,14,83,0,9,8,11,4,1,0,2,cs10919954171624010702.png
6116,1,1,2,0,1,1,4,14,50,0,10,7,11,2,2,1,2,cs10920094026451893294.png
6117,0,1,1,1,8,2,5,14,16,4,0,3,11,3,1,0,2,cs10920179899346830240.png
6118,1,0,2,1,3,3,3,14,20,3,6,7,8,6,1,2,2,cs10920627494786789769.png
6119,1,1,0,1,10,2,4,14,95,0,9,4,11,0,1,0,0,cs10920642228167812134.png
6120,0,1,0,0,12,3,6,14,107,4,3,4,1,2,2,1,2,cs10920695646697484172.png
6121,0,0,0,1,0,0,1,14,6,1,3,2,11,1,2,1,0,cs10920844177345828900.png
6122,1,1,0,1,0,2,5,14,61,2,5,5,9,6,1,0,2,cs10920846331572886051.png
6123,1,0,2,1,2,3,5,14,36,4,1,7,4,3,1,1,2,cs10921221764539004030.png
6124,0,0,1,1,13,0,4,9,34,2,7,7,9,6,2,2,2,cs10921274190032911729.png
6125,0,0,0,1,5,0,6,14,11,1,8,2,10,5,2,2,2,cs10921276422542292622.png
6126,0,0,1,0,3,1,3,14,91,4,6,2,4,2,1,1,1,cs10921499750806832619.png
6127,0,0,2,0,4,0,3,14,60,4,10,4,11,4,2,0,1,cs10921555911772570402.png
6128,0,1,0,0,12,3,2,14,109,2,2,0,8,4,2,0,0,cs10921870661409404196.png
6129,0,0,2,1,13,0,2,14,9,3,0,5,0,2,0,0,1,cs10922008559419216364.png
6130,1,1,0,1,6,3,4,8,33,4,0,2,6,3,2,2,2,cs1092217689886024991.png
6131,0,1,1,0,5,0,5,14,24,2,2,0,11,6,2,1,2,cs10922238697452833340.png
6132,0,0,0,0,13,2,0,3,71,1,4,7,6,1,1,1,2,cs10922443878724805553.png
6133,1,1,2,1,2,3,6,14,52,4,3,6,9,5,1,1,0,cs10922638363573270869.png
6134,0,0,2,0,5,1,4,0,72,0,1,2,5,6,2,1,1,cs10923003510475339756.png
6135,0,1,0,0,7,1,1,14,92,4,2,2,5,0,2,1,0,cs109230125219233296.png
6136,1,1,0,1,6,3,4,14,54,4,10,6,11,6,0,1,1,cs10923133561409293324.png
6137,1,0,0,0,6,2,6,14,57,1,4,2,11,6,2,0,1,cs10923444045096749989.png
6138,1,0,0,1,13,2,6,14,101,3,9,3,0,4,1,1,0,cs10923561775968112727.png
6139,0,1,1,0,12,3,4,14,98,2,3,7,11,6,0,1,1,cs10923614896690773819.png
6140,1,1,2,0,1,2,0,14,56,2,5,4,11,5,0,0,0,cs10923794384110074649.png
6141,0,1,2,1,8,2,6,14,27,0,2,9,8,4,1,0,1,cs10923860861066940883.png
6142,1,1,1,0,10,3,1,11,55,3,10,7,7,0,1,1,0,cs109239982892890840.png
6143,0,0,1,1,10,2,3,1,27,3,6,8,0,1,0,2,0,cs10924022472006269254.png
6144,1,0,1,1,8,1,1,14,108,2,2,1,9,5,2,0,2,cs10924082699852306004.png
6145,1,1,1,0,6,3,6,8,28,1,10,6,11,0,2,1,0,cs10924252583932737683.png
6146,1,0,2,1,12,1,5,14,35,1,8,2,11,4,0,2,1,cs10924431445302832993.png
6147,1,1,1,0,9,2,0,14,77,0,5,0,2,5,2,2,2,cs10924761740602830212.png
6148,0,0,1,0,2,3,2,14,60,2,9,9,11,2,1,1,1,cs10924912800336752396.png
6149,0,0,2,0,12,1,6,6,47,0,0,5,7,5,2,0,2,cs10925145336881709577.png
6150,0,1,2,1,4,3,6,14,94,0,7,7,8,5,0,2,1,cs10925149391243190442.png
6151,1,1,1,1,9,3,1,10,67,3,1,1,11,6,0,1,2,cs10925267812378052999.png
6152,0,0,2,1,6,0,4,11,54,3,8,3,11,6,2,1,2,cs1092566490289027317.png
6153,0,1,0,1,1,1,5,14,27,4,7,4,11,4,2,1,0,cs10926014008444211863.png
6154,0,1,1,0,4,0,3,13,37,0,0,5,11,1,2,1,2,cs10926018626842204985.png
6155,0,1,1,1,13,1,2,4,66,1,10,4,5,0,1,1,1,cs10926150741076341368.png
6156,0,1,2,1,6,2,2,5,23,1,7,6,3,5,0,2,1,cs10926334886737468656.png
6157,1,1,1,0,12,0,6,7,53,4,8,6,10,5,2,1,1,cs10926447432881538856.png
6158,1,1,1,1,8,1,4,14,12,4,0,8,11,0,1,1,0,cs10926844046598307141.png
6159,1,1,1,1,3,2,2,14,90,0,0,4,5,6,1,2,0,cs10926861921466721954.png
6160,0,0,0,1,1,3,2,14,66,4,5,6,3,1,2,1,0,cs1092687466541933368.png
6161,0,1,1,0,6,1,2,14,69,4,2,4,10,4,1,1,2,cs10927036979269237573.png
6162,0,1,0,1,0,1,6,4,21,0,3,0,11,3,0,0,1,cs10927310962483269424.png
6163,0,0,2,1,1,1,1,14,33,4,0,1,11,2,2,2,1,cs10927414979062655465.png
6164,0,0,1,0,2,0,4,7,99,1,0,8,11,0,1,1,1,cs10927427436619863434.png
6165,0,1,0,1,3,1,6,2,83,1,8,9,7,2,1,1,0,cs10927675848040043595.png
6166,1,0,1,1,10,0,5,9,3,2,9,3,2,2,2,0,0,cs10927702624458744935.png
6167,1,0,0,1,0,2,1,14,107,1,7,1,6,4,0,0,2,cs10927712114947977911.png
6168,1,1,2,0,6,0,4,14,10,2,0,5,11,5,2,1,0,cs10928153036734666240.png
6169,0,0,2,0,6,0,6,14,14,4,5,5,5,6,1,0,0,cs10928317148112287936.png
6170,1,0,0,1,9,1,4,14,57,1,2,5,11,2,0,2,0,cs10928412322494391494.png
6171,0,0,0,1,0,1,2,14,26,4,6,1,11,4,1,0,1,cs10928467916512084182.png
6172,1,1,1,1,0,3,3,14,10,4,1,2,8,2,1,2,0,cs10930125564994550312.png
6173,0,0,2,1,10,0,4,11,21,1,7,0,2,5,0,2,1,cs10930199523288882504.png
6174,0,1,1,1,8,0,3,14,88,0,6,8,11,1,0,0,1,cs10930237130453895914.png
6175,1,0,1,1,1,3,0,14,94,1,1,9,11,2,1,0,1,cs10930347398776003657.png
6176,0,0,2,1,9,1,6,9,20,2,7,1,11,4,0,0,1,cs10930506333276975426.png
6177,0,1,0,1,1,2,6,14,108,1,10,2,5,0,1,0,0,cs10930535159761221856.png
6178,0,1,2,1,2,3,4,7,75,3,6,1,4,0,2,0,1,cs10930625383673249795.png
6179,1,1,2,0,9,2,6,8,31,1,5,3,11,5,2,2,0,cs10930642865316465537.png
6180,0,0,2,1,10,0,1,14,12,2,1,2,5,6,2,0,2,cs10930651550963639931.png
6181,0,0,1,1,2,0,0,0,78,4,5,4,11,3,2,0,2,cs1093084043808517750.png
6182,1,0,1,0,0,3,4,14,48,0,6,2,11,1,2,2,0,cs10930883016918278883.png
6183,0,1,1,1,5,0,5,1,16,2,8,6,4,2,0,0,0,cs10931196759682275271.png
6184,0,1,0,1,3,2,4,14,49,4,9,4,11,1,2,0,0,cs10931320997935719566.png
6185,1,0,2,1,1,1,6,3,79,4,1,9,11,6,1,1,2,cs10931402821259262321.png
6186,1,0,2,1,7,0,2,14,30,4,8,2,5,2,1,2,1,cs10931494489363717569.png
6187,1,0,1,1,4,0,3,14,3,1,1,5,4,0,1,0,0,cs10931523740723665329.png
6188,0,1,2,1,9,0,3,14,13,3,2,3,11,2,1,1,0,cs10931601821746988869.png
6189,1,1,2,0,3,0,2,2,95,4,5,3,11,3,2,0,2,cs10931642927532000833.png
6190,1,1,1,0,11,1,4,14,61,4,4,3,3,6,2,1,0,cs10931781753377828205.png
6191,0,1,0,0,6,1,4,14,86,3,2,9,9,4,0,1,2,cs10931892386127708997.png
6192,0,0,0,1,10,1,0,10,83,3,9,4,11,4,0,1,2,cs10931920903510693864.png
6193,1,0,2,0,6,2,0,6,72,4,7,6,11,6,1,2,2,cs10932058252516828691.png
6194,0,0,1,1,5,2,3,7,90,3,5,1,11,4,2,1,2,cs10932227380496611186.png
6195,0,0,0,1,6,3,6,12,69,2,0,2,10,3,1,0,2,cs10932291607219306664.png
6196,1,0,1,1,8,2,1,13,50,3,4,2,11,0,0,2,0,cs10932309590220155554.png
6197,1,0,0,1,10,1,6,2,21,4,6,9,1,6,0,2,2,cs10932312170870088240.png
6198,1,1,0,0,5,1,3,14,6,4,7,5,7,5,2,1,2,cs10932580911010186108.png
6199,1,0,0,0,8,0,0,14,80,1,7,6,11,2,0,0,0,cs10932817356371569044.png
6200,1,0,1,1,7,2,2,1,17,4,10,6,8,3,1,1,2,cs1093284274826036689.png
6201,1,1,0,1,10,0,6,1,77,4,3,1,3,2,1,1,2,cs109328847176380298.png
6202,1,1,1,1,10,3,3,7,93,1,1,7,9,3,2,1,2,cs10932972118537821353.png
6203,0,1,2,1,13,3,3,0,25,4,1,3,9,3,0,2,2,cs1093329176648551192.png
6204,1,0,1,1,11,1,5,7,2,1,2,6,11,0,0,0,1,cs10933303485568091284.png
6205,1,1,1,1,3,1,4,12,16,3,5,8,10,4,1,1,1,cs1093348630630594242.png
6206,0,0,0,0,7,1,5,14,27,2,9,4,11,5,1,0,2,cs10933624046752878546.png
6207,1,1,1,0,8,1,5,14,106,2,8,9,11,5,1,2,2,cs10933737910783360934.png
6208,0,0,0,1,1,1,4,14,100,3,0,1,9,5,1,2,2,cs10933803619497564111.png
6209,1,1,1,1,4,0,6,4,44,1,6,5,0,6,1,1,1,cs10933912436411853534.png
6210,0,0,1,1,0,3,5,9,107,2,6,0,6,6,0,2,1,cs10934006637789125356.png
6211,1,1,1,1,11,1,1,13,56,4,10,0,11,5,0,2,0,cs10934180502941061472.png
6212,1,0,2,0,11,0,2,14,10,2,10,5,11,3,2,0,1,cs10934197877149756906.png
6213,0,1,1,1,0,2,1,14,14,2,8,3,11,1,0,1,0,cs10934824455494543852.png
6214,0,1,2,1,5,1,2,8,23,4,7,6,11,3,2,1,2,cs10934975604497883814.png
6215,1,0,0,0,7,0,1,14,53,1,2,6,11,1,2,0,0,cs1093499304133911464.png
6216,0,0,1,0,10,2,1,0,16,2,5,5,9,1,1,0,0,cs10935246756702053026.png
6217,0,0,2,1,0,2,6,5,94,3,1,3,9,5,0,2,2,cs10935449036362974203.png
6218,0,1,2,0,8,3,0,1,48,0,6,2,1,1,1,1,2,cs10935825581053645187.png
6219,0,1,1,1,0,3,4,6,38,0,6,8,8,1,0,2,0,cs10935841473125790675.png
6220,0,1,1,0,6,1,5,2,56,4,9,7,1,1,0,2,0,cs10935977787421606691.png
6221,0,0,0,0,13,0,2,14,82,3,5,9,11,6,0,2,1,cs10936263499098043514.png
6222,1,1,0,1,13,3,0,14,71,4,2,9,11,2,2,1,0,cs10936310910072213187.png
6223,1,0,2,0,4,0,3,14,72,2,2,2,11,2,0,0,1,cs10936329998363107470.png
6224,1,0,2,1,6,1,1,14,49,2,10,0,5,4,0,2,0,cs10936474578844276197.png
6225,0,1,0,1,8,0,3,0,70,3,8,2,4,0,0,2,2,cs10936719858727061039.png
6226,1,1,0,0,2,0,4,4,27,2,1,7,11,6,0,2,0,cs10937104560456713297.png
6227,1,1,0,0,8,0,1,0,50,4,6,2,10,6,2,0,1,cs10937436668397399068.png
